#F EADL97_BindingEnergies.dat
#U00 This file is a conversion to specfile format of
#U01 directly extracted EADL97 binding energiess
#U02 to simplify its use with the fisx and PyMca software packages.
#U03
#U04 Neither those packages or their author(s) claim any ownership of
#U05 the data and they do not warrant the integrity of the data following 
#U07 the conversion process.
#U06
#U07 EADL itself can be found at:
#U08           http://www-nds.iaea.org/epdl97/libsall.htm
#U09 The code used to generate this file has been:
#U10 GenerateEADLBindingEnergies.py
#U11
#U12 The proper way to quote these data is:
#U13 D.E. Cullen, et al., "Tables and Graphs of Atomic Subshell and 
#U14 Relaxation Data Derived from the LLNL Evaluated Atomic Data Library
#U15 (EADL), Z = 1 - 100," Lawrence Livermore National Laboratory, UCRL-50400,
#U16  Vol. 30, October 1991
#U17 The author of these data, D.E. Cullen, has stated that redistribution of the
#U18 data is permitted provided the previous credits are maintained.
#U19 

#S 1 Binding energies in keV
#N 40
#L Z  K(1s1/2)  L1(2s1/2)  L2(2p1/2)  L3(2p3/2)  M1(3s1/2)  M2(3p1/2)  M3(3p3/2)  M4(3d3/2)  M5(3d5/2)  N1(4s1/2)  N2(4p1/2)  N3(4p3/2)  N4(4d3/2)  N5(4d5/2)  N6(4f5/2)  N7(4f7/2)  O1(5s1/2)  O2(5p1/2)  O3(5p3/2)  O4(5d3/2)  O5(5d5/2)  O6(5f5/2)  O7(5f7/2)  O8(5g7/2)  O9(5g9/2)  P1(6s1/2)  P2(6p1/2)  P3(6p3/2)  P4(6d3/2)  P5(6d5/2)  P6(6f5/2)  P7(6f7/2)  P8(6g7/2)  P9(6g9/2)  P10(6h9/2)  P11(6h11/2)  Q1(7s1/2)  Q2(7p1/2)  Q3(7p3/2)
68  5.7574000E+01  9.7162000E+00  9.2748000E+00  8.3474000E+00  2.1889000E+00  1.9918000E+00  1.7962000E+00  1.4550000E+00  1.4120000E+00  4.3685000E-01  3.5704000E-01  3.1297000E-01  1.8025000E-01  1.7226000E-01  1.0940000E-02  9.7600000E-03  5.6730000E-02  3.4730000E-02  2.9060000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.4800000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
69  5.9488000E+01  1.0081000E+01  9.6294000E+00  8.6381000E+00  2.2774000E+00  2.0752000E+00  1.8651000E+00  1.5160000E+00  1.4698000E+00  4.5373000E-01  3.7137000E-01  3.2387000E-01  1.8695000E-01  1.7833000E-01  1.1030000E-02  9.7400000E-03  5.8300000E-02  3.5580000E-02  2.9540000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.5500000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
70  6.1441000E+01  1.0454000E+01  9.9926000E+00  8.9338000E+00  2.3681000E+00  2.1607000E+00  1.9352000E+00  1.5781000E+00  1.5285000E+00  4.7100000E-01  3.8604000E-01  3.3492000E-01  1.9373000E-01  1.8444000E-01  1.1090000E-02  9.6700000E-03  5.9900000E-02  3.6440000E-02  3.0010000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.6100000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
71  6.3442000E+01  1.0845000E+01  1.0373000E+01  9.2432000E+00  2.4705000E+00  2.2580000E+00  2.0161000E+00  1.6508000E+00  1.5978000E+00  4.9785000E-01  4.1019000E-01  3.5505000E-01  2.0938000E-01  1.9932000E-01  1.8960000E-02  1.7320000E-02  6.6340000E-02  4.1520000E-02  3.4220000E-02  4.4500000E-03  4.0300000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.3300000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
72  6.5482000E+01  1.1245000E+01  1.0763000E+01  9.5583000E+00  2.5760000E+00  2.3581000E+00  2.0990000E+00  1.7255000E+00  1.6687000E+00  5.2569000E-01  4.3527000E-01  3.7582000E-01  2.2559000E-01  2.1471000E-01  2.7260000E-02  2.5400000E-02  7.2560000E-02  4.6340000E-02  3.8100000E-02  5.7500000E-03  5.1800000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8600000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
73  6.7565000E+01  1.1656000E+01  1.1163000E+01  9.8792000E+00  2.6847000E+00  2.4614000E+00  2.1841000E+00  1.8023000E+00  1.7416000E+00  5.5465000E-01  4.6141000E-01  3.9736000E-01  2.4248000E-01  2.3072000E-01  3.6140000E-02  3.4040000E-02  7.8810000E-02  5.1150000E-02  4.1890000E-02  7.0100000E-03  6.3000000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.3100000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
74  6.9689000E+01  1.2077000E+01  1.1573000E+01  1.0206000E+01  2.7965000E+00  2.5678000E+00  2.2712000E+00  1.8811000E+00  1.8162000E+00  5.8470000E-01  4.8861000E-01  4.1962000E-01  2.6005000E-01  2.4734000E-01  4.5610000E-02  4.3250000E-02  8.5140000E-02  5.6020000E-02  4.5650000E-02  8.2700000E-03  7.4100000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.7000000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
75  7.1856000E+01  1.2508000E+01  1.1993000E+01  1.0538000E+01  2.9116000E+00  2.6774000E+00  2.3605000E+00  1.9618000E+00  1.8927000E+00  6.1583000E-01  5.1683000E-01  4.4259000E-01  2.7826000E-01  2.6454000E-01  5.5640000E-02  5.2990000E-02  9.1570000E-02  6.0970000E-02  4.9400000E-02  9.5200000E-03  8.5000000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.0600000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
76  7.4066000E+01  1.2950000E+01  1.2424000E+01  1.0877000E+01  3.0300000E+00  2.7902000E+00  2.4517000E+00  2.0445000E+00  1.9709000E+00  6.4803000E-01  5.4607000E-01  4.6623000E-01  2.9708000E-01  2.8229000E-01  6.6210000E-02  6.3260000E-02  9.8120000E-02  6.6010000E-02  5.3150000E-02  1.0790000E-02  9.6000000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.3900000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
77  7.6314000E+01  1.3396000E+01  1.2859000E+01  1.1214000E+01  3.1457000E+00  2.9002000E+00  2.5390000E+00  2.1232000E+00  2.0448000E+00  6.7532000E-01  5.7035000E-01  4.8455000E-01  3.1052000E-01  2.9458000E-01  7.1330000E-02  6.8060000E-02  9.9140000E-02  6.5680000E-02  5.1660000E-02  7.9900000E-03  6.7900000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
78  7.8615000E+01  1.3862000E+01  1.3313000E+01  1.1567000E+01  3.2732000E+00  3.0220000E+00  2.6369000E+00  2.2124000E+00  2.1290000E+00  7.1221000E-01  6.0419000E-01  5.1204000E-01  3.3310000E-01  3.1596000E-01  8.5490000E-02  8.1870000E-02  1.0844000E-01  7.3340000E-02  5.7740000E-02  1.1020000E-02  9.5400000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.0700000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
79  8.0960000E+01  1.4336000E+01  1.3776000E+01  1.1922000E+01  3.4014000E+00  3.1443000E+00  2.7340000E+00  2.3007000E+00  2.2122000E+00  7.4740000E-01  6.3628000E-01  5.3739000E-01  3.5348000E-01  3.3505000E-01  9.7370000E-02  9.3390000E-02  1.1523000E-01  7.8550000E-02  6.1370000E-02  1.2160000E-02  1.0460000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.3000000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
80  8.3353000E+01  1.4826000E+01  1.4254000E+01  1.2287000E+01  3.5368000E+00  3.2739000E+00  2.8369000E+00  2.3948000E+00  2.3008000E+00  7.8744000E-01  6.7317000E-01  5.6713000E-01  3.7821000E-01  3.5842000E-01  1.1350000E-01  1.0913000E-01  1.2573000E-01  8.7340000E-02  6.8300000E-02  1.5980000E-02  1.3960000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.5500000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
81  8.5798000E+01  1.5330000E+01  1.4746000E+01  1.2660000E+01  3.6787000E+00  3.4097000E+00  2.9446000E+00  2.4937000E+00  2.3939000E+00  8.3143000E-01  7.1397000E-01  6.0032000E-01  4.0635000E-01  3.8513000E-01  1.3295000E-01  1.2816000E-01  1.3916000E-01  9.9030000E-02  7.7960000E-02  2.2400000E-02  2.0010000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2360000E-02  5.4600000E-03  4.3000000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
82  8.8290000E+01  1.5847000E+01  1.5251000E+01  1.3040000E+01  3.8243000E+00  3.5493000E+00  3.0546000E+00  2.5947000E+00  2.4890000E+00  8.7672000E-01  7.5602000E-01  6.3430000E-01  4.3523000E-01  4.1249000E-01  1.5304000E-01  1.4781000E-01  1.5283000E-01  1.1091000E-01  8.7640000E-02  2.8810000E-02  2.6030000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5050000E-02  7.0000000E-03  5.2900000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
83  9.0832000E+01  1.6376000E+01  1.5768000E+01  1.3425000E+01  3.9739000E+00  3.6927000E+00  3.1669000E+00  2.6980000E+00  2.5860000E+00  9.2343000E-01  7.9943000E-01  6.6916000E-01  4.6495000E-01  4.4061000E-01  1.7387000E-01  1.6817000E-01  1.6686000E-01  1.2312000E-01  9.7460000E-02  3.5370000E-02  3.2170000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7690000E-02  8.6000000E-03  6.3500000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
84  9.3424000E+01  1.6918000E+01  1.6297000E+01  1.3817000E+01  4.1276000E+00  3.8402000E+00  3.2815000E+00  2.8035000E+00  2.6851000E+00  9.7164000E-01  8.4430000E-01  7.0496000E-01  4.9556000E-01  4.6954000E-01  1.9550000E-01  1.8930000E-01  1.8134000E-01  1.3573000E-01  1.0752000E-01  4.2160000E-02  3.8510000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0330000E-02  1.0250000E-02  7.4400000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
85  9.6068000E+01  1.7473000E+01  1.6840000E+01  1.4215000E+01  4.2855000E+00  3.9918000E+00  3.3985000E+00  2.9114000E+00  2.7862000E+00  1.0214000E+00  8.9065000E-01  7.4171000E-01  5.2708000E-01  4.9928000E-01  2.1793000E-01  2.1120000E-01  1.9627000E-01  1.4878000E-01  1.1782000E-01  4.9200000E-02  4.5060000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3010000E-02  1.1940000E-02  8.5400000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
86  9.8764000E+01  1.8042000E+01  1.7396000E+01  1.4619000E+01  4.4477000E+00  4.1476000E+00  3.5179000E+00  3.0216000E+00  2.8893000E+00  1.0727000E+00  9.3851000E-01  7.7939000E-01  5.5950000E-01  5.2982000E-01  2.4116000E-01  2.3387000E-01  2.1169000E-01  1.6229000E-01  1.2837000E-01  5.6490000E-02  5.1840000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5720000E-02  1.3690000E-02  9.6400000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
87  1.0152000E+02  1.8630000E+01  1.7971000E+01  1.5034000E+01  4.6191000E+00  4.3125000E+00  3.6445000E+00  3.1389000E+00  2.9992000E+00  1.1303000E+00  9.9269000E-01  8.2280000E-01  5.9760000E-01  5.6595000E-01  2.6995000E-01  2.6207000E-01  2.3234000E-01  1.8100000E-01  1.4391000E-01  6.8730000E-02  6.3520000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.2640000E-02  1.9280000E-02  1.4140000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.8000000E-03  0.0000000E+00  0.0000000E+00
88  1.0432000E+02  1.9232000E+01  1.8560000E+01  1.5456000E+01  4.7951000E+00  4.4820000E+00  3.7737000E+00  3.2587000E+00  3.1113000E+00  1.1897000E+00  1.0486000E+00  8.6731000E-01  6.3677000E-01  6.0306000E-01  2.9970000E-01  2.9119000E-01  2.5363000E-01  2.0032000E-01  1.5983000E-01  8.1320000E-02  7.5520000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.9540000E-02  2.4880000E-02  1.8620000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.7300000E-03  0.0000000E+00  0.0000000E+00
89  1.0719000E+02  1.9848000E+01  1.9163000E+01  1.5883000E+01  4.9743000E+00  4.6547000E+00  3.9039000E+00  3.3796000E+00  3.2241000E+00  1.2495000E+00  1.1048000E+00  9.1144000E-01  6.7551000E-01  6.3962000E-01  3.2890000E-01  3.1974000E-01  2.7410000E-01  2.1879000E-01  1.7466000E-01  9.2820000E-02  8.6380000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.5170000E-02  2.9310000E-02  2.1950000E-02  4.4900000E-03  4.0000000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.4100000E-03  0.0000000E+00  0.0000000E+00
90  1.1011000E+02  2.0478000E+01  1.9780000E+01  1.6315000E+01  5.1579000E+00  4.8316000E+00  4.0362000E+00  3.5024000E+00  3.3386000E+00  1.3106000E+00  1.1623000E+00  9.5616000E-01  7.1481000E-01  6.7664000E-01  3.5855000E-01  3.4869000E-01  2.9476000E-01  2.3743000E-01  1.8941000E-01  1.0423000E-01  9.7110000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.0550000E-02  3.3520000E-02  2.5010000E-02  5.6200000E-03  4.9800000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.9700000E-03  0.0000000E+00  0.0000000E+00
91  1.1308000E+02  2.1113000E+01  2.0402000E+01  1.6743000E+01  5.3349000E+00  5.0018000E+00  4.1594000E+00  3.6161000E+00  3.4436000E+00  1.3621000E+00  1.2101000E+00  9.9057000E-01  7.4375000E-01  7.0321000E-01  3.7763000E-01  3.6704000E-01  3.0517000E-01  2.4589000E-01  1.9407000E-01  1.0608000E-01  9.8400000E-02  7.6400000E-03  6.8000000E-03  0.0000000E+00  0.0000000E+00  5.0010000E-02  3.2610000E-02  2.3820000E-02  4.7100000E-03  4.1300000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.6700000E-03  0.0000000E+00  0.0000000E+00
92  1.1611000E+02  2.1768000E+01  2.1044000E+01  1.7182000E+01  5.5213000E+00  5.1815000E+00  4.2896000E+00  3.7368000E+00  3.5552000E+00  1.4199000E+00  1.2642000E+00  1.0305000E+00  7.7818000E-01  7.3514000E-01  4.0209000E-01  3.9075000E-01  3.2065000E-01  2.5938000E-01  2.0339000E-01  1.1235000E-01  1.0402000E-01  8.9100000E-03  7.9500000E-03  0.0000000E+00  0.0000000E+00  5.2230000E-02  3.4090000E-02  2.4570000E-02  4.7400000E-03  4.1300000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7800000E-03  0.0000000E+00  0.0000000E+00
93  1.1920000E+02  2.2440000E+01  2.1702000E+01  1.7626000E+01  5.7122000E+00  5.3655000E+00  4.4216000E+00  3.8592000E+00  3.6681000E+00  1.4789000E+00  1.3195000E+00  1.0708000E+00  8.1294000E-01  7.6729000E-01  4.2675000E-01  4.1460000E-01  3.3625000E-01  2.7295000E-01  2.1256000E-01  1.1848000E-01  1.0947000E-01  1.0120000E-02  9.0300000E-03  0.0000000E+00  0.0000000E+00  5.4390000E-02  3.5520000E-02  2.5250000E-02  4.7500000E-03  4.1100000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.8800000E-03  0.0000000E+00  0.0000000E+00
94  1.2235000E+02  2.3122000E+01  2.2371000E+01  1.8071000E+01  5.9021000E+00  5.5485000E+00  4.5499000E+00  3.9778000E+00  3.7769000E+00  1.5337000E+00  1.3705000E+00  1.1060000E+00  8.4255000E-01  7.9417000E-01  4.4608000E-01  4.3309000E-01  3.4664000E-01  2.8133000E-01  2.1642000E-01  1.1950000E-01  1.0985000E-01  7.4000000E-03  6.2500000E-03  0.0000000E+00  0.0000000E+00  5.3120000E-02  3.3920000E-02  2.3420000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.4200000E-03  0.0000000E+00  0.0000000E+00
95  1.2557000E+02  2.3827000E+01  2.3062000E+01  1.8527000E+01  6.1021000E+00  5.7416000E+00  4.6855000E+00  4.1036000E+00  3.8925000E+00  1.5952000E+00  1.4282000E+00  1.1470000E+00  8.7790000E-01  8.2668000E-01  4.7103000E-01  4.5717000E-01  3.6244000E-01  2.9506000E-01  2.2525000E-01  1.2529000E-01  1.1490000E-01  8.2900000E-03  7.0000000E-03  0.0000000E+00  0.0000000E+00  5.5060000E-02  3.5140000E-02  2.3890000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.4900000E-03  0.0000000E+00  0.0000000E+00
96  1.2886000E+02  2.4554000E+01  2.3776000E+01  1.8994000E+01  6.3131000E+00  5.9456000E+00  4.8290000E+00  4.2372000E+00  4.0156000E+00  1.6641000E+00  1.4932000E+00  1.1944000E+00  9.1964000E-01  8.6544000E-01  5.0225000E-01  4.8747000E-01  3.8430000E-01  3.1480000E-01  2.3965000E-01  1.3646000E-01  1.2523000E-01  1.3480000E-02  1.1950000E-02  0.0000000E+00  0.0000000E+00  6.0690000E-02  3.9640000E-02  2.7000000E-02  4.6500000E-03  3.9300000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1800000E-03  0.0000000E+00  0.0000000E+00
97  1.3221000E+02  2.5294000E+01  2.4503000E+01  1.9462000E+01  6.5233000E+00  6.1488000E+00  4.9686000E+00  4.3669000E+00  4.1343000E+00  1.7288000E+00  1.5540000E+00  1.2366000E+00  9.5612000E-01  8.9882000E-01  5.2802000E-01  5.1227000E-01  4.0087000E-01  3.2926000E-01  2.4862000E-01  1.4239000E-01  1.3035000E-01  1.4530000E-02  1.2840000E-02  0.0000000E+00  0.0000000E+00  6.2790000E-02  4.1010000E-02  2.7510000E-02  4.6000000E-03  3.8500000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.2800000E-03  0.0000000E+00  0.0000000E+00
98  1.3563000E+02  2.6047000E+01  2.5242000E+01  1.9929000E+01  6.7325000E+00  6.3509000E+00  5.1038000E+00  4.4922000E+00  4.2481000E+00  1.7887000E+00  1.6099000E+00  1.2729000E+00  9.8674000E-01  9.2620000E-01  5.4773000E-01  5.3098000E-01  4.1158000E-01  3.3787000E-01  2.5158000E-01  1.4247000E-01  1.2966000E-01  1.0780000E-02  9.0200000E-03  0.0000000E+00  0.0000000E+00  6.0880000E-02  3.8790000E-02  2.5100000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7100000E-03  0.0000000E+00  0.0000000E+00
99  1.3911000E+02  2.6824000E+01  2.6007000E+01  2.0409000E+01  6.9531000E+00  6.5646000E+00  5.2472000E+00  4.6255000E+00  4.3696000E+00  1.8563000E+00  1.6736000E+00  1.3159000E+00  1.0240000E+00  9.6007000E-01  5.7393000E-01  5.5613000E-01  4.2863000E-01  3.5276000E-01  2.6036000E-01  1.4817000E-01  1.3448000E-01  1.1540000E-02  9.6100000E-03  0.0000000E+00  0.0000000E+00  6.2850000E-02  4.0020000E-02  2.5440000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7800000E-03  0.0000000E+00  0.0000000E+00
100  1.4268000E+02  2.7622000E+01  2.6792000E+01  2.0894000E+01  7.1797000E+00  6.7840000E+00  5.3926000E+00  4.7608000E+00  4.4927000E+00  1.9258000E+00  1.7390000E+00  1.3596000E+00  1.0618000E+00  9.9436000E-01  6.0052000E-01  5.8162000E-01  4.4611000E-01  3.6806000E-01  2.6917000E-01  1.5389000E-01  1.3929000E-01  1.2290000E-02  1.0180000E-02  0.0000000E+00  0.0000000E+00  6.4850000E-02  4.1270000E-02  2.5770000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.8500000E-03  0.0000000E+00  0.0000000E+00

