#F D:/Cu-EXAFS.dat
#D Mon Jun 04 14:15:57 2012

#S 1 cu.dat 1.1 Column 2
#D Mon Jun 04 14:15:57 2012
#N 2
#L Column 1  Column 2
9709.854  2.439797
9710.178  2.439575
9710.501  2.43879
9710.824  2.438761
9711.148  2.438641
9711.473  2.438454
9711.796  2.438132
9712.12  2.438203
9712.443  2.437645
9712.767  2.437604
9713.091  2.437418
9713.414  2.437287
9713.739  2.436291
9714.063  2.436261
9714.387  2.436075
9714.71  2.435889
9715.033  2.435601
9715.359  2.435236
9715.683  2.435678
9716.007  2.434662
9716.331  2.434846
9716.979  2.433992
9719.249  2.432492
9721.521  2.430417
9723.794  2.42897
9726.068  2.42726
9728.345  2.425335
9730.621  2.423978
9732.899  2.422601
9735.18  2.420899
9737.462  2.419202
9739.743  2.417334
9742.028  2.415361
9744.313  2.413274
9746.601  2.413217
9748.89  2.412519
9751.18  2.410779
9753.472  2.409316
9755.765  2.407975
9758.059  2.406896
9760.354  2.404723
9762.652  2.403556
9764.95  2.401745
9767.252  2.400688
9769.554  2.399386
9771.857  2.398079
9774.161  2.395976
9776.469  2.394323
9778.777  2.39288
9781.085  2.39109
9783.396  2.389275
9785.709  2.388031
9788.023  2.386814
9790.339  2.385083
9792.656  2.383199
9794.975  2.382793
9797.295  2.380872
9799.615  2.37907
9801.938  2.37695
9804.264  2.37537
9806.591  2.373952
9808.918  2.371987
9811.248  2.370198
9813.579  2.369147
9815.91  2.366951
9818.244  2.365879
9820.58  2.364227
9822.919  2.362621
9825.257  2.360694
9827.597  2.358914
9828.1  2.358837
9830.774  2.356851
9833.454  2.354689
9836.136  2.352947
9838.817  2.35111
9841.503  2.348927
9844.189  2.347152
9846.879  2.345471
9849.57  2.343398
9852.264  2.341678
9854.958  2.339568
9857.655  2.337643
9860.354  2.335152
9863.055  2.333986
9865.759  2.332127
9868.464  2.330136
9871.171  2.328152
9873.88  2.326087
9876.592  2.324378
9879.305  2.322538
9882.021  2.320753
9884.737  2.31928
9887.456  2.317849
9890.179  2.315599
9892.901  2.314264
9895.627  2.312761
9898.354  2.31109
9901.083  2.309253
9903.814  2.307422
9906.549  2.306022
9909.283  2.304456
9912.02  2.302554
9914.759  2.300828
9917.5  2.298976
9920.244  2.297728
9922.989  2.295886
9925.735  2.29418
9928.483  2.292394
9931.235  2.290698
9933.987  2.289377
9936.741  2.287191
9939.499  2.285261
9942.257  2.28363
9945.018  2.281959
9947.778  2.279918
9950.543  2.278504
9953.309  2.276929
9956.076  2.275114
9958.846  2.273629
9961.617  2.271824
9964.391  2.270231
9967.165  2.26831
9969.943  2.266602
9972.721  2.264979
9975.502  2.263324
9978.284  2.262075

